 0	 331526	 
 1	 216330	 
 2	 129147	 
 3	 59040	 
 4	 31820	 
 5	 23197	 
 6	 19405	 
 7	 17064	 
 8	 16042	 
 9	 14619	 
 10	 14243	 
 11	 14683	 
 12	 14577	 
 13	 15487	 
 14	 15391	 
 15	 15190	 
 16	 14835	 
 17	 14395	 
 18	 14145	 
 19	 14034	 
 20	 14133	 
 21	 13826	 
 22	 14143	 
 23	 14318	 
 24	 13582	 
 25	 13771	 
 26	 13387	 
 27	 13548	 
 28	 13377	 
 29	 13387	 
 30	 13370	 
 31	 13839	 
 32	 13780	 
 33	 14033	 
 34	 14224	 
 35	 14196	 
 36	 14492	 
 37	 14547	 
 38	 14323	 
 39	 14427	 
 40	 14559	 
 41	 14914	 
 42	 14748	 
 43	 15243	 
 44	 15266	 
 45	 15729	 
 46	 15845	 
 47	 15989	 
 48	 16174	 
 49	 16629	 
 50	 16975	 
 51	 17216	 
 52	 17572	 
 53	 17771	 
 54	 17934	 
 55	 17937	 
 56	 17902	 
 57	 18596	 
 58	 18369	 
 59	 18924	 
 60	 19211	 
 61	 19418	 
 62	 19581	 
 63	 19460	 
 64	 19512	 
 65	 19547	 
 66	 19655	 
 67	 19671	 
 68	 19461	 
 69	 19451	 
 70	 19290	 
 71	 19155	 
 72	 19276	 
 73	 18897	 
 74	 18654	 
 75	 18697	 
 76	 18764	 
 77	 18837	 
 78	 18669	 
 79	 18171	 
 80	 18200	 
 81	 17816	 
 82	 17529	 
 83	 17151	 
 84	 16848	 
 85	 16559	 
 86	 16620	 
 87	 16545	 
 88	 16253	 
 89	 15920	 
 90	 15649	 
 91	 15358	 
 92	 15317	 
 93	 14852	 
 94	 14944	 
 95	 14343	 
 96	 14428	 
 97	 14351	 
 98	 13879	 
 99	 13812	 
 100	 13572	 
 101	 13655	 
 102	 13215	 
 103	 13076	 
 104	 12733	 
 105	 12487	 
 106	 12330	 
 107	 12299	 
 108	 11877	 
 109	 11902	 
 110	 11660	 
 111	 11853	 
 112	 11519	 
 113	 11505	 
 114	 11194	 
 115	 11142	 
 116	 11032	 
 117	 10629	 
 118	 10562	 
 119	 10597	 
 120	 10423	 
 121	 10186	 
 122	 10015	 
 123	 9918	 
 124	 9864	 
 125	 9998	 
 126	 9783	 
 127	 9620	 
 128	 9687	 
 129	 9615	 
 130	 9516	 
 131	 9671	 
 132	 9532	 
 133	 9301	 
 134	 9357	 
 135	 9275	 
 136	 9386	 
 137	 9244	 
 138	 9387	 
 139	 9097	 
 140	 9197	 
 141	 9289	 
 142	 9160	 
 143	 9137	 
 144	 9130	 
 145	 9075	 
 146	 9099	 
 147	 9281	 
 148	 9247	 
 149	 9165	 
 150	 9077	 
 151	 9056	 
 152	 9015	 
 153	 9190	 
 154	 8991	 
 155	 8982	 
 156	 8890	 
 157	 8796	 
 158	 8728	 
 159	 8839	 
 160	 8759	 
 161	 8758	 
 162	 8792	 
 163	 8711	 
 164	 8563	 
 165	 8453	 
 166	 8752	 
 167	 8578	 
 168	 8665	 
 169	 8431	 
 170	 8739	 
 171	 8571	 
 172	 8580	 
 173	 8639	 
 174	 8693	 
 175	 8770	 
 176	 8801	 
 177	 8693	 
 178	 8717	 
 179	 8737	 
 180	 8924	 
 181	 8768	 
 182	 8706	 
 183	 8727	 
 184	 8671	 
 185	 8779	 
 186	 8764	 
 187	 8590	 
 188	 8397	 
 189	 8447	 
 190	 8795	 
 191	 8673	 
 192	 8696	 
 193	 8425	 
 194	 8575	 
 195	 8476	 
 196	 8805	 
 197	 8763	 
 198	 8727	 
 199	 8768	 
 200	 8990	 
 201	 8962	 
 202	 8900	 
 203	 8919	 
 204	 9152	 
 205	 9054	 
 206	 9349	 
 207	 9413	 
 208	 9640	 
 209	 9539	 
 210	 9553	 
 211	 9647	 
 212	 9703	 
 213	 10035	 
 214	 10109	 
 215	 10092	 
 216	 10211	 
 217	 10390	 
 218	 10741	 
 219	 11255	 
 220	 11278	 
 221	 11588	 
 222	 11832	 
 223	 12001	 
 224	 12262	 
 225	 12344	 
 226	 13021	 
 227	 13583	 
 228	 13900	 
 229	 14310	 
 230	 14852	 
 231	 15913	 
 232	 17552	 
 233	 17456	 
 234	 17367	 
 235	 16730	 
 236	 16231	 
 237	 16527	 
 238	 18577	 
 239	 19924	 
 240	 19067	 
 241	 18707	 
 242	 19908	 
 243	 20637	 
 244	 21531	 
 245	 21738	 
 246	 23606	 
 247	 22706	 
 248	 23899	 
 249	 27026	 
 250	 28715	 
 251	 29685	 
 252	 48045	 
 253	 78943	 
 254	 62458	 
 255	 139615	 
