 0	 2732	 
 1	 1528	 
 2	 1306	 
 3	 1130	 
 4	 1013	 
 5	 857	 
 6	 817	 
 7	 764	 
 8	 703	 
 9	 747	 
 10	 684	 
 11	 694	 
 12	 705	 
 13	 725	 
 14	 697	 
 15	 742	 
 16	 814	 
 17	 863	 
 18	 971	 
 19	 998	 
 20	 1189	 
 21	 1393	 
 22	 1378	 
 23	 1713	 
 24	 1992	 
 25	 2590	 
 26	 2210	 
 27	 1834	 
 28	 1680	 
 29	 1764	 
 30	 1799	 
 31	 2097	 
 32	 3624	 
 33	 5913	 
 34	 6932	 
 35	 4496	 
 36	 2638	 
 37	 2324	 
 38	 2301	 
 39	 2124	 
 40	 2038	 
 41	 2056	 
 42	 1943	 
 43	 1886	 
 44	 1900	 
 45	 1864	 
 46	 1910	 
 47	 1817	 
 48	 1792	 
 49	 1856	 
 50	 1850	 
 51	 1928	 
 52	 1880	 
 53	 1915	 
 54	 2000	 
 55	 1950	 
 56	 1945	 
 57	 1898	 
 58	 1877	 
 59	 1999	 
 60	 1869	 
 61	 1861	 
 62	 1820	 
 63	 1763	 
 64	 1779	 
 65	 1789	 
 66	 1771	 
 67	 1799	 
 68	 1798	 
 69	 1819	 
 70	 1835	 
 71	 1804	 
 72	 1840	 
 73	 1797	 
 74	 1766	 
 75	 1834	 
 76	 1740	 
 77	 1866	 
 78	 1758	 
 79	 1816	 
 80	 1853	 
 81	 1850	 
 82	 1779	 
 83	 1844	 
 84	 1849	 
 85	 1807	 
 86	 1865	 
 87	 1821	 
 88	 1860	 
 89	 1835	 
 90	 1742	 
 91	 1831	 
 92	 1764	 
 93	 1668	 
 94	 1679	 
 95	 1785	 
 96	 1809	 
 97	 1723	 
 98	 1781	 
 99	 1843	 
 100	 1806	 
 101	 1842	 
 102	 1865	 
 103	 1961	 
 104	 2191	 
 105	 2232	 
 106	 2408	 
 107	 2391	 
 108	 2192	 
 109	 2444	 
 110	 2707	 
 111	 2811	 
 112	 2803	 
 113	 2497	 
 114	 2823	 
 115	 3107	 
 116	 3011	 
 117	 3194	 
 118	 3366	 
 119	 3033	 
 120	 3201	 
 121	 3253	 
 122	 3291	 
 123	 3115	 
 124	 2912	 
 125	 2858	 
 126	 3194	 
 127	 2831	 
 128	 2705	 
 129	 2793	 
 130	 2632	 
 131	 2512	 
 132	 2440	 
 133	 2622	 
 134	 2511	 
 135	 2746	 
 136	 2919	 
 137	 2841	 
 138	 2873	 
 139	 2785	 
 140	 2871	 
 141	 2769	 
 142	 2902	 
 143	 2954	 
 144	 2909	 
 145	 2737	 
 146	 2538	 
 147	 2389	 
 148	 2371	 
 149	 2337	 
 150	 2368	 
 151	 2340	 
 152	 2305	 
 153	 2322	 
 154	 2334	 
 155	 2259	 
 156	 2298	 
 157	 2297	 
 158	 2284	 
 159	 2425	 
 160	 2396	 
 161	 2437	 
 162	 2411	 
 163	 2439	 
 164	 2402	 
 165	 2398	 
 166	 2399	 
 167	 2436	 
 168	 2441	 
 169	 2362	 
 170	 2363	 
 171	 2390	 
 172	 2373	 
 173	 2413	 
 174	 2528	 
 175	 2537	 
 176	 2526	 
 177	 2604	 
 178	 2764	 
 179	 2838	 
 180	 2936	 
 181	 2909	 
 182	 2969	 
 183	 2985	 
 184	 2857	 
 185	 2847	 
 186	 2943	 
 187	 2876	 
 188	 2952	 
 189	 2898	 
 190	 2954	 
 191	 2953	 
 192	 3073	 
 193	 2980	 
 194	 3135	 
 195	 3186	 
 196	 3205	 
 197	 3363	 
 198	 3344	 
 199	 3343	 
 200	 3434	 
 201	 3412	 
 202	 3427	 
 203	 3584	 
 204	 3389	 
 205	 3537	 
 206	 3631	 
 207	 3471	 
 208	 3605	 
 209	 3769	 
 210	 3866	 
 211	 3821	 
 212	 3842	 
 213	 3822	 
 214	 3913	 
 215	 4159	 
 216	 4214	 
 217	 4047	 
 218	 3787	 
 219	 3809	 
 220	 3795	 
 221	 3958	 
 222	 4238	 
 223	 4183	 
 224	 3971	 
 225	 3730	 
 226	 3917	 
 227	 3831	 
 228	 3804	 
 229	 3862	 
 230	 4052	 
 231	 4529	 
 232	 4554	 
 233	 4871	 
 234	 4600	 
 235	 4747	 
 236	 4344	 
 237	 4459	 
 238	 4287	 
 239	 3988	 
 240	 3938	 
 241	 3443	 
 242	 3282	 
 243	 3430	 
 244	 4744	 
 245	 6215	 
 246	 6424	 
 247	 6014	 
 248	 8194	 
 249	 5414	 
 250	 5668	 
 251	 2163	 
 252	 1576	 
 253	 1471	 
 254	 1642	 
 255	 2255	 
