 0	 34049	 
 1	 14717	 
 2	 11152	 
 3	 11196	 
 4	 10285	 
 5	 12120	 
 6	 13889	 
 7	 12796	 
 8	 12538	 
 9	 12499	 
 10	 12703	 
 11	 13258	 
 12	 14031	 
 13	 14514	 
 14	 14571	 
 15	 14504	 
 16	 14375	 
 17	 14251	 
 18	 14365	 
 19	 14504	 
 20	 14932	 
 21	 15598	 
 22	 16579	 
 23	 17274	 
 24	 18158	 
 25	 17834	 
 26	 17479	 
 27	 17643	 
 28	 17416	 
 29	 17200	 
 30	 17137	 
 31	 17146	 
 32	 16909	 
 33	 16820	 
 34	 16734	 
 35	 17186	 
 36	 17262	 
 37	 17575	 
 38	 17487	 
 39	 17934	 
 40	 17828	 
 41	 17796	 
 42	 17734	 
 43	 17977	 
 44	 18063	 
 45	 18094	 
 46	 18345	 
 47	 18367	 
 48	 18493	 
 49	 18630	 
 50	 18959	 
 51	 18841	 
 52	 19721	 
 53	 19649	 
 54	 19765	 
 55	 19719	 
 56	 20203	 
 57	 19879	 
 58	 20493	 
 59	 20736	 
 60	 20621	 
 61	 21048	 
 62	 21108	 
 63	 21721	 
 64	 22165	 
 65	 22485	 
 66	 22175	 
 67	 22257	 
 68	 21480	 
 69	 21535	 
 70	 21735	 
 71	 23366	 
 72	 23666	 
 73	 23247	 
 74	 23212	 
 75	 23632	 
 76	 25005	 
 77	 26094	 
 78	 25575	 
 79	 24757	 
 80	 24140	 
 81	 23496	 
 82	 22966	 
 83	 22481	 
 84	 22380	 
 85	 22752	 
 86	 23497	 
 87	 24287	 
 88	 24841	 
 89	 25402	 
 90	 25349	 
 91	 27322	 
 92	 26560	 
 93	 26700	 
 94	 26757	 
 95	 27405	 
 96	 27278	 
 97	 26759	 
 98	 25661	 
 99	 26222	 
 100	 26986	 
 101	 28563	 
 102	 28723	 
 103	 29148	 
 104	 28503	 
 105	 27144	 
 106	 26177	 
 107	 24978	 
 108	 24216	 
 109	 23144	 
 110	 22994	 
 111	 22786	 
 112	 22799	 
 113	 22352	 
 114	 21781	 
 115	 21972	 
 116	 22545	 
 117	 22744	 
 118	 22749	 
 119	 23376	 
 120	 23694	 
 121	 23007	 
 122	 22443	 
 123	 22201	 
 124	 22106	 
 125	 22349	 
 126	 22214	 
 127	 22061	 
 128	 21295	 
 129	 21292	 
 130	 21300	 
 131	 22052	 
 132	 22137	 
 133	 21370	 
 134	 20863	 
 135	 20330	 
 136	 20323	 
 137	 20916	 
 138	 21176	 
 139	 21794	 
 140	 22199	 
 141	 22229	 
 142	 22216	 
 143	 22332	 
 144	 22171	 
 145	 21519	 
 146	 21243	 
 147	 21160	 
 148	 21355	 
 149	 21892	 
 150	 21751	 
 151	 21744	 
 152	 22122	 
 153	 22347	 
 154	 22628	 
 155	 22894	 
 156	 23057	 
 157	 22232	 
 158	 21165	 
 159	 19943	 
 160	 18455	 
 161	 17585	 
 162	 17206	 
 163	 17704	 
 164	 19061	 
 165	 19808	 
 166	 20848	 
 167	 21489	 
 168	 21886	 
 169	 22058	 
 170	 21754	 
 171	 21758	 
 172	 20115	 
 173	 19209	 
 174	 18251	 
 175	 17487	 
 176	 16787	 
 177	 15758	 
 178	 15001	 
 179	 13501	 
 180	 12789	 
 181	 11656	 
 182	 10790	 
 183	 10169	 
 184	 9272	 
 185	 8625	 
 186	 8109	 
 187	 7611	 
 188	 7471	 
 189	 7300	 
 190	 7067	 
 191	 7117	 
 192	 6868	 
 193	 6849	 
 194	 6643	 
 195	 6516	 
 196	 6290	 
 197	 6116	 
 198	 6096	 
 199	 5965	 
 200	 5961	 
 201	 5825	 
 202	 5886	 
 203	 5854	 
 204	 5548	 
 205	 5434	 
 206	 5528	 
 207	 5258	 
 208	 5329	 
 209	 5206	 
 210	 5214	 
 211	 5514	 
 212	 5458	 
 213	 5372	 
 214	 5063	 
 215	 4969	 
 216	 4792	 
 217	 4954	 
 218	 4974	 
 219	 5139	 
 220	 5075	 
 221	 5064	 
 222	 4975	 
 223	 4889	 
 224	 4970	 
 225	 4987	 
 226	 4802	 
 227	 4844	 
 228	 4597	 
 229	 4563	 
 230	 4651	 
 231	 4902	 
 232	 5052	 
 233	 5387	 
 234	 5438	 
 235	 5553	 
 236	 5916	 
 237	 6520	 
 238	 8270	 
 239	 9140	 
 240	 7000	 
 241	 6214	 
 242	 6881	 
 243	 9107	 
 244	 10095	 
 245	 10848	 
 246	 7979	 
 247	 7787	 
 248	 9891	 
 249	 11575	 
 250	 15732	 
 251	 24056	 
 252	 41968	 
 253	 74703	 
 254	 22543	 
 255	 22896	 
