Datos que encuentra el metodo de Runge-Kutta(variable ind.	 variable dep.	 numero de thread)
0.000000	 0.785398
0.000000	 0.785299
0.000000	 0.785201
0.000000	 0.785102
0.000000	 0.785004
0.000000	 0.784905
0.000000	 0.784806
0.000000	 0.784708
0.000000	 0.784609
0.000000	 0.784511
0.000000	 0.784412
0.000000	 0.784313
0.000000	 0.784215
0.000000	 0.784116
0.000000	 0.784018
0.000000	 0.783920
0.000000	 0.783821
0.000000	 0.783723
0.000000	 0.783624
0.000000	 0.783526
0.000000	 0.783428
0.000000	 0.783329
0.000000	 0.783231
0.000000	 0.783132
0.000000	 0.783034
0.000000	 0.782936
0.000000	 0.782838
0.000000	 0.782739
0.000000	 0.782641
0.000000	 0.782543
0.000000	 0.782445
0.000000	 0.782346
0.000000	 0.782248
0.000000	 0.782150
0.000000	 0.782052
0.000000	 0.781954
0.000000	 0.781856
0.000000	 0.781758
0.000000	 0.781660
0.000000	 0.781561
0.000000	 0.781463
0.000000	 0.781365
0.000000	 0.781267
0.000000	 0.781169
0.000000	 0.781071
0.000000	 0.780973
0.000000	 0.780875
0.000000	 0.780777
0.000000	 0.780680
0.000000	 0.780582
0.000000	 0.780484
0.000000	 0.780386
0.000000	 0.780288
0.000000	 0.780190
0.000000	 0.780092
0.000000	 0.779995
0.000000	 0.779897
0.000000	 0.779799
0.000000	 0.779701
0.000000	 0.779604
0.000000	 0.779506
0.000000	 0.779408
0.000000	 0.779310
0.000000	 0.779213
0.000000	 0.779115
0.000000	 0.779017
0.000000	 0.778920
0.000000	 0.778822
0.000000	 0.778725
0.000000	 0.778627
0.000000	 0.778529
0.000000	 0.778432
0.000000	 0.778334
0.000000	 0.778237
0.000000	 0.778139
0.000000	 0.778042
0.000000	 0.777944
0.000000	 0.777847
0.000000	 0.777750
0.000000	 0.777652
0.000000	 0.777555
0.000000	 0.777457
0.000000	 0.777360
0.000000	 0.777263
0.000000	 0.777165
0.000000	 0.777068
0.000000	 0.776971
0.000000	 0.776873
0.000000	 0.776776
0.000000	 0.776679
0.000000	 0.776582
0.000000	 0.776484
0.000000	 0.776387
0.000000	 0.776290
0.000000	 0.776193
0.000000	 0.776096
0.000000	 0.775999
0.000000	 0.775901
0.000000	 0.775804
0.000000	 0.775707
0.000000	 0.775610
0.000000	 0.775513
0.000000	 0.775416
0.000000	 0.775319
0.000000	 0.775222
0.000000	 0.775125
0.000000	 0.775028
0.000000	 0.774931
0.000000	 0.774834
0.000000	 0.774737
0.000000	 0.774640
0.000000	 0.774544
0.000000	 0.774447
0.000000	 0.774350
0.000000	 0.774253
0.000000	 0.774156
0.000000	 0.774059
0.000000	 0.773962
0.000000	 0.773866
0.000000	 0.773769
0.000000	 0.773672
0.000000	 0.773575
0.000000	 0.773479
0.000000	 0.773382
0.000000	 0.773285
0.000000	 0.773189
0.000000	 0.773092
0.000000	 0.772995
0.000000	 0.772899
0.000000	 0.772802
0.000000	 0.772706
0.000000	 0.772609
0.000000	 0.772513
0.000000	 0.772416
0.000000	 0.772319
0.000000	 0.772223
0.000000	 0.772126
0.000000	 0.772030
0.000000	 0.771934
0.000000	 0.771837
0.000000	 0.771741
0.000000	 0.771644
0.000000	 0.771548
0.000000	 0.771452
0.000000	 0.771355
0.000000	 0.771259
0.000000	 0.771163
0.000000	 0.771066
0.000000	 0.770970
0.000000	 0.770874
0.000000	 0.770777
0.000000	 0.770681
0.000000	 0.770585
0.000000	 0.770489
0.000000	 0.770393
0.000000	 0.770296
0.000000	 0.770200
0.000000	 0.770104
0.000000	 0.770008
0.000000	 0.769912
0.000000	 0.769816
0.000000	 0.769720
0.000000	 0.769624
0.000000	 0.769528
0.000000	 0.769431
0.000000	 0.769335
0.000000	 0.769239
0.000000	 0.769143
0.000000	 0.769048
0.000000	 0.768952
0.000000	 0.768856
0.000000	 0.768760
0.000000	 0.768664
0.000000	 0.768568
0.000000	 0.768472
0.000000	 0.768376
0.000000	 0.768280
0.000000	 0.768185
0.000000	 0.768089
0.000000	 0.767993
0.000000	 0.767897
0.000000	 0.767801
0.000000	 0.767706
0.000000	 0.767610
0.000000	 0.767514
0.000000	 0.767419
0.000000	 0.767323
0.000000	 0.767227
0.000000	 0.767132
0.000000	 0.767036
0.000000	 0.766940
0.000000	 0.766845
0.000000	 0.766749
0.000000	 0.766654
0.000000	 0.766558
0.000000	 0.766463
0.000000	 0.766367
0.000000	 0.766272
0.000000	 0.766176
0.000000	 0.766081
0.000000	 0.765985
0.000000	 0.765890
0.000000	 0.765794
0.000000	 0.765699
0.000000	 0.765604
0.000000	 0.765508
0.000000	 0.765413
0.000000	 0.765318
0.000000	 0.765222
0.000000	 0.765127
0.000000	 0.765032
0.000000	 0.764936
0.000000	 0.764841
0.000000	 0.764746
0.000000	 0.764651
0.000000	 0.764556
0.000000	 0.764460
0.000000	 0.764365
0.000000	 0.764270
0.000000	 0.764175
0.000000	 0.764080
0.000000	 0.763985
0.000000	 0.763890
0.000000	 0.763794
0.000000	 0.763699
0.000000	 0.763604
0.000000	 0.763509
0.000000	 0.763414
0.000000	 0.763319
0.000000	 0.763224
0.000000	 0.763129
0.000000	 0.763035
0.000000	 0.762940
0.000000	 0.762845
0.000000	 0.762750
0.000000	 0.762655
0.000000	 0.762560
0.000000	 0.762465
0.000000	 0.762370
0.000000	 0.762276
0.000000	 0.762181
0.000000	 0.762086
0.000000	 0.761991
0.000000	 0.761896
0.000000	 0.761802
0.000000	 0.761707
0.000000	 0.761612
0.000000	 0.761518
0.000000	 0.761423
0.000000	 0.761328
0.000000	 0.761234
0.000000	 0.761139
0.000000	 0.761044
0.000000	 0.760950
0.000000	 0.760855
0.000000	 0.760761
0.000000	 0.760666
0.000000	 0.760572
0.000000	 0.760477
0.000000	 0.760383
0.000000	 0.760288
0.000000	 0.760194
0.000000	 0.760099
0.000000	 0.760005
0.000000	 0.759911
0.000000	 0.759816
0.000000	 0.759722
0.000000	 0.759627
0.000000	 0.759533
0.000000	 0.759439
0.000000	 0.759344
0.000000	 0.759250
0.000000	 0.759156
0.000000	 0.759062
0.000000	 0.758967
0.000000	 0.758873
0.000000	 0.758779
0.000000	 0.758685
0.000000	 0.758591
0.000000	 0.758496
0.000000	 0.758402
0.000000	 0.758308
0.000000	 0.758214
0.000000	 0.758120
0.000000	 0.758026
0.000000	 0.757932
0.000000	 0.757838
0.000000	 0.757744
0.000000	 0.757650
0.000000	 0.757556
0.000000	 0.757462
0.000000	 0.757368
0.000000	 0.757274
0.000000	 0.757180
0.000000	 0.757086
0.000000	 0.756992
0.000000	 0.756898
0.000000	 0.756804
0.000000	 0.756710
0.000000	 0.756617
0.000000	 0.756523
0.000000	 0.756429
0.000000	 0.756335
0.000000	 0.756241
0.000000	 0.756148
0.000000	 0.756054
0.000000	 0.755960
0.000000	 0.755866
0.000000	 0.755773
0.000000	 0.755679
0.000000	 0.755585
0.000000	 0.755492
0.000000	 0.755398
0.000000	 0.755305
0.000000	 0.755211
0.000000	 0.755117
0.000000	 0.755024
0.000000	 0.754930
0.000000	 0.754837
0.000000	 0.754743
0.000000	 0.754650
0.000000	 0.754556
0.000000	 0.754463
0.000000	 0.754369
0.000000	 0.754276
0.000000	 0.754182
0.000000	 0.754089
0.000000	 0.753996
0.000000	 0.753902
0.000000	 0.753809
0.000000	 0.753716
0.000000	 0.753622
0.000000	 0.753529
0.000000	 0.753436
0.000000	 0.753342
0.000000	 0.753249
0.000000	 0.753156
0.000000	 0.753063
0.000000	 0.752969
0.000000	 0.752876
0.000000	 0.752783
0.000000	 0.752690
0.000000	 0.752597
0.000000	 0.752504
0.000000	 0.752411
0.000000	 0.752317
0.000000	 0.752224
0.000000	 0.752131
0.000000	 0.752038
0.000000	 0.751945
0.000000	 0.751852
0.000000	 0.751759
0.000000	 0.751666
0.000000	 0.751573
0.000000	 0.751480
0.000000	 0.751387
0.000000	 0.751295
0.000000	 0.751202
0.000000	 0.751109
0.000000	 0.751016
0.000000	 0.750923
0.000000	 0.750830
0.000000	 0.750737
0.000000	 0.750645
0.000000	 0.750552
0.000000	 0.750459
0.000000	 0.750366
0.000000	 0.750274
0.000000	 0.750181
0.000000	 0.750088
0.000000	 0.749995
0.000000	 0.749903
0.000000	 0.749810
0.000000	 0.749717
0.000000	 0.749625
0.000000	 0.749532
0.000000	 0.749440
0.000000	 0.749347
0.000000	 0.749254
0.000000	 0.749162
0.000000	 0.749069
0.000000	 0.748977
0.000000	 0.748884
0.000000	 0.748792
0.000000	 0.748699
0.000000	 0.748607
0.000000	 0.748515
0.000000	 0.748422
0.000000	 0.748330
0.000000	 0.748237
0.000000	 0.748145
0.000000	 0.748053
0.000000	 0.747960
0.000000	 0.747868
0.000000	 0.747776
0.000000	 0.747683
0.000000	 0.747591
0.000000	 0.747499
0.000000	 0.747407
0.000000	 0.747314
0.000000	 0.747222
0.000000	 0.747130
0.000000	 0.747038
0.000000	 0.746946
0.000000	 0.746854
0.000000	 0.746761
0.000000	 0.746669
0.000000	 0.746577
0.000000	 0.746485
0.000000	 0.746393
0.000000	 0.746301
0.000000	 0.746209
0.000000	 0.746117
0.000000	 0.746025
0.000000	 0.745933
0.000000	 0.745841
0.000000	 0.745749
0.000000	 0.745657
0.000000	 0.745565
0.000000	 0.745473
0.000000	 0.745382
0.000000	 0.745290
0.000000	 0.745198
0.000000	 0.745106
0.000000	 0.745014
0.000000	 0.744922
0.000000	 0.744831
0.000000	 0.744739
0.000000	 0.744647
0.000000	 0.744555
0.000000	 0.744464
0.000000	 0.744372
0.000000	 0.744280
0.000000	 0.744189
0.000000	 0.744097
0.000000	 0.744005
0.000000	 0.743914
0.000000	 0.743822
0.000000	 0.743730
0.000000	 0.743639
0.000000	 0.743547
0.000000	 0.743456
0.000000	 0.743364
0.000000	 0.743273
0.000000	 0.743181
0.000000	 0.743090
0.000000	 0.742998
0.000000	 0.742907
0.000000	 0.742815
0.000000	 0.742724
0.000000	 0.742633
0.000000	 0.742541
0.000000	 0.742450
0.000000	 0.742359
0.000000	 0.742267
0.000000	 0.742176
0.000000	 0.742085
0.000000	 0.741993
0.000000	 0.741902
0.000000	 0.741811
0.000000	 0.741720
0.000000	 0.741628
0.000000	 0.741537
0.000000	 0.741446
0.000000	 0.741355
0.000000	 0.741264
0.000000	 0.741173
0.000000	 0.741081
0.000000	 0.740990
0.000000	 0.740899
0.000000	 0.740808
0.000000	 0.740717
0.000000	 0.740626
0.000000	 0.740535
0.000000	 0.740444
0.000000	 0.740353
0.000000	 0.740262
0.000000	 0.740171
0.000000	 0.740080
0.000000	 0.739989
0.000000	 0.739898
0.000000	 0.739807
